Audit Id,Form Id,Audit Score,Date Of Transaction,Partner,Agentid,Agentname,Selected Fd Group,FATAL,Audited By
PID0220_001-22765,PID0220_001,100,2025-04-29,Vertex Solutions,HEX012,Hex Agent 12,General Enquiries,No,QC9234
PID0220_001-22779,PID0220_001,100,2025-04-29,Apex Operations,CNX009,CNX Agent 09,App Issues,No,QC7426
PID0220_001-22782,PID0220_001,100,2025-04-28,Apex Operations,CNX009,CNX Agent 09,Non actionable,No,QC7426
PID0220_001-22783,PID0220_001,80,2025-04-29,Horizon Services,TECH026,TechM Agent 26,Payment Failed,No,QC5542
PID0220_001-22786,PID0220_001,100,2025-04-29,Vertex Solutions,HEX012,Hex Agent 12,App Issues,No,QC6819
PID0220_001-22788,PID0220_001,90,2025-04-29,Vertex Solutions,HEX017,Hex Agent 17,Post Fulfilment,No,QC9234
PID0220_001-22790,PID0220_001,100,2025-04-29,Vertex Solutions,HEX020,Hex Agent 20,App Issues,No,QC9234
PID0220_001-22791,PID0220_001,100,2025-04-29,Vertex Solutions,HEX012,Hex Agent 12,App Issues,No,QC6819
PID0220_001-22792,PID0220_001,80,2025-04-29,Vertex Solutions,HEX023,Hex Agent 23,Non actionable,No,QC1078
PID0220_001-22795,PID0220_001,90,2025-04-29,Vertex Solutions,HEX023,Hex Agent 23,Post Fulfilment,No,QC9234
PID0220_001-22797,PID0220_001,90,2025-04-29,Apex Operations,CNX019,CNX Agent 19,Post Fulfilment,No,QC5542
PID0220_001-22799,PID0220_001,95,2025-04-29,Vertex Solutions,HEX024,Hex Agent 24,App Issues,No,QC9234
PID0220_001-22807,PID0220_001,85,2025-04-29,Horizon Services,TECH010,TechM Agent 10,Post Fulfilment,No,QC5542
PID0220_001-22810,PID0220_001,85,2025-04-29,Apex Operations,CNX029,CNX Agent 29,Non actionable,No,QC5542
PID0220_001-22813,PID0220_001,100,2025-04-29,Horizon Services,TECH015,TechM Agent 15,Fulfilment Failed,No,QC1078
PID0220_001-22815,PID0220_001,95,2025-04-29,Vertex Solutions,HEX028,Hex Agent 28,App Issues,No,QC9234
PID0220_001-22818,PID0220_001,100,2025-04-29,Horizon Services,TECH021,TechM Agent 21,App Issues,No,QC1078
PID0220_001-22820,PID0220_001,100,2025-04-29,Nova Support,TRANS001,Trans Agent 01,Autopay,No,QC9234
PID0220_001-22821,PID0220_001,100,2025-04-29,Horizon Services,TECH024,TechM Agent 24,App Issues,No,QC1078
PID0220_001-22823,PID0220_001,100,2025-04-29,Horizon Services,TECH012,TechM Agent 12,Account related,No,QC6819
PID0220_001-22824,PID0220_001,85,2025-04-29,Nova Support,TRANS002,Trans Agent 02,Payment Failed,No,QC9234
PID0220_001-22825,PID0220_001,85,2025-04-29,Horizon Services,TECH023,TechM Agent 23,General Enquiries,No,QC6819
PID0220_001-22826,PID0220_001,0,2025-04-29,Nova Support,TRANS006,Trans Agent 06,General Enquiries,No,QC1078
PID0220_001-22832,PID0220_001,100,2025-04-29,Nova Support,TRANS008,Trans Agent 08,Post Fulfilment,No,QC1078
PID0220_001-22833,PID0220_001,95,2025-04-29,Nova Support,TRANS014,Trans Agent 14,Post Fulfilment,No,QC6819
PID0220_001-22834,PID0220_001,100,2025-04-29,Nova Support,TRANS010,Trans Agent 10,Payment Failed,No,QC1078
PID0220_001-22835,PID0220_001,90,2025-04-29,Nova Support,TRANS002,Trans Agent 02,Post Fulfilment,No,QC9234
PID0220_001-22836,PID0220_001,95,2025-04-29,Vertex Solutions,HEX013,Hex Agent 13,Payment Failed,No,QC7426
PID0220_001-22837,PID0220_001,96,2025-04-29,Vertex Solutions,HEX009,Hex Agent 09,Offers,No,QC5542
PID0220_001-22839,PID0220_001,100,2025-04-29,Nova Support,TRANS014,Trans Agent 14,Post Fulfilment,No,QC1078
PID0220_001-22840,PID0220_001,100,2025-04-29,Nova Support,TRANS003,Trans Agent 03,Autopay,No,QC9234
PID0220_001-22842,PID0220_001,95,2025-04-29,Nova Support,TRANS027,Trans Agent 27,Post Fulfilment,No,QC6819
PID0220_001-22844,PID0220_001,95,2025-04-29,Nova Support,TRANS002,Trans Agent 02,General Enquiries,No,QC9234
PID0220_001-22845,PID0220_001,100,2025-04-29,Vertex Solutions,HEX024,Hex Agent 24,Fulfilment Pending,No,QC7426
PID0220_001-22846,PID0220_001,90,2025-04-29,Nova Support,TRANS029,Trans Agent 29,Post Fulfilment,No,QC6819
PID0220_001-22847,PID0220_001,100,2025-04-29,Nova Support,TRANS002,Trans Agent 02,Post Fulfilment,No,QC9234
PID0220_001-22849,PID0220_001,100,2025-04-29,Nova Support,TRANS024,Trans Agent 24,Post Fulfilment,No,QC1078
PID0220_001-22850,PID0220_001,85,2025-04-29,Nova Support,TRANS029,Trans Agent 29,Account related,No,QC6819
PID0220_001-22854,PID0220_001,100,2025-04-29,Nova Support,TRANS006,Trans Agent 06,Account related,No,QC9234
PID0220_001-22855,PID0220_001,100,2025-04-29,Nova Support,TRANS003,Trans Agent 03,Post Fulfilment,No,QC1078
PID0220_001-22856,PID0220_001,100,2025-04-29,Nova Support,TRANS006,Trans Agent 06,Payment Failed,No,QC9234
PID0220_001-22859,PID0220_001,100,2025-04-29,Nova Support,TRANS010,Trans Agent 10,Non actionable,No,QC1078
PID0220_001-22860,PID0220_001,90,2025-04-29,Nova Support,TRANS008,Trans Agent 08,Payment Failed,No,QC9234
PID0220_001-22861,PID0220_001,80,2025-04-29,Nova Support,TRANS015,Trans Agent 15,Account related,No,QC5542
PID0220_001-22866,PID0220_001,76,2025-04-29,Vertex Solutions,HEX017,Hex Agent 17,Post Fulfilment,No,QC5542
PID0220_001-22869,PID0220_001,100,2025-04-29,Apex Operations,CNX018,CNX Agent 18,Non actionable,No,QC1078
PID0220_001-22870,PID0220_001,0,2025-04-29,Apex Operations,CNX006,CNX Agent 06,Non actionable,No,QC9234
PID0220_001-22873,PID0220_001,100,2025-04-29,Apex Operations,CNX009,CNX Agent 09,Payment Failed,No,QC6819
PID0220_001-22874,PID0220_001,0,2025-04-29,Nova Support,TRANS024,Trans Agent 24,Post Fulfilment,No,QC5542
PID0220_001-22876,PID0220_001,100,2025-04-29,Apex Operations,CNX027,CNX Agent 27,Payment Pending,No,QC1078
PID0220_001-22879,PID0220_001,100,2025-04-29,Nova Support,TRANS006,Trans Agent 06,Payment Failed,No,QC5542
PID0220_001-22881,PID0220_001,85,2025-04-29,Nova Support,TRANS002,Trans Agent 02,Payment Failed,No,QC5542
PID0220_001-22885,PID0220_001,100,2025-04-29,Horizon Services,TECH004,TechM Agent 04,Payment Pending,No,QC1078
PID0220_001-22886,PID0220_001,0,2025-04-29,Vertex Solutions,HEX027,Hex Agent 27,Post Fulfilment,No,QC7426
PID0220_001-22888,PID0220_001,100,2025-04-29,Apex Operations,CNX018,CNX Agent 18,Post Fulfilment,No,QC6819
PID0220_001-22889,PID0220_001,0,2025-04-29,Nova Support,TRANS030,Trans Agent 30,Post Fulfilment,No,QC5542
PID0220_001-22891,PID0220_001,100,2025-04-29,Vertex Solutions,HEX028,Hex Agent 28,Post Fulfilment,No,QC7426
PID0220_001-22895,PID0220_001,100,2025-04-29,Vertex Solutions,HEX029,Hex Agent 29,Account related,No,QC7426
PID0220_001-22896,PID0220_001,95,2025-04-29,Nova Support,TRANS011,Trans Agent 11,Post Fulfilment,No,QC1078
PID0220_001-22899,PID0220_001,95,2025-04-28,Vertex Solutions,HEX030,Hex Agent 30,Payment Failed,No,QC7426
PID0220_001-22900,PID0220_001,100,2025-04-29,Nova Support,TRANS014,Trans Agent 14,Post Fulfilment,No,QC1078
PID0220_001-22913,PID0220_001,90,2025-04-29,Vertex Solutions,HEX021,Hex Agent 21,Autopay,No,QC9234
PID0220_001-22918,PID0220_001,100,2025-04-29,Vertex Solutions,HEX023,Hex Agent 23,Payment Failed,No,QC6819
PID0220_001-22919,PID0220_001,0,2025-04-29,Horizon Services,TECH023,TechM Agent 23,Autopay,No,QC6819
PID0220_001-22920,PID0220_001,90,2025-04-29,Horizon Services,TECH026,TechM Agent 26,Payment Failed,No,QC6819
PID0220_001-22921,PID0220_001,100,2025-04-29,Horizon Services,TECH026,TechM Agent 26,General Enquiries,No,QC1078
PID0220_001-22922,PID0220_001,85,2025-04-29,Nova Support,TRANS012,Trans Agent 12,Post Fulfilment,No,QC6819
PID0220_001-22923,PID0220_001,100,2025-04-29,Nova Support,TRANS001,Trans Agent 01,Post Fulfilment,No,QC1078
PID0220_001-22924,PID0220_001,100,2025-04-29,Horizon Services,TECH003,TechM Agent 03,Payment Failed,No,QC7426
PID0220_001-22925,PID0220_001,95,2025-04-29,Nova Support,TRANS009,Trans Agent 09,Post Fulfilment,No,QC7426
PID0220_001-22926,PID0220_001,71,2025-04-29,Nova Support,TRANS028,Trans Agent 28,Payment Failed,No,QC5542
PID0220_001-22841,PID0220_001,85,2025-04-29,Horizon Services,TECH021,TechM Agent 21,Account related,No,QC5542
PID0220_001-22933,PID0220_001,95,2025-04-30,Apex Operations,CNX022,CNX Agent 22,Autopay,No,QC7426
PID0220_001-22940,PID0220_001,80,2025-04-30,Nova Support,TRANS007,Trans Agent 07,General Enquiries,No,QC9234
PID0220_001-22942,PID0220_001,100,2025-04-30,Horizon Services,TECH002,TechM Agent 02,Post Fulfilment,No,QC1078
PID0220_001-22947,PID0220_001,95,2025-04-30,Horizon Services,TECH021,TechM Agent 21,Post Fulfilment,Yes,QC1078
PID0220_001-22958,PID0220_001,85,2025-04-30,Horizon Services,TECH004,TechM Agent 04,Account related,No,QC5542
PID0220_001-22960,PID0220_001,90,2025-04-30,Apex Operations,CNX004,CNX Agent 04,Payment Failed,No,QC3187
PID0220_001-22963,PID0220_001,0,2025-04-30,Apex Operations,CNX015,CNX Agent 15,Post Fulfilment,No,QC6819
PID0220_001-22968,PID0220_001,100,2025-04-30,Horizon Services,TECH015,TechM Agent 15,Post Fulfilment,No,QC6819
PID0220_001-22971,PID0220_001,85,2025-04-30,Horizon Services,TECH018,TechM Agent 18,Fulfilment Pending,No,QC6819
PID0220_001-22972,PID0220_001,100,2025-04-30,Apex Operations,CNX024,CNX Agent 24,Non actionable,No,QC9234
PID0220_001-22974,PID0220_001,85,2025-04-30,Nova Support,TRANS004,Trans Agent 04,Post Fulfilment,No,QC9234
PID0220_001-22983,PID0220_001,90,2025-04-30,Apex Operations,CNX022,CNX Agent 22,Payment Failed,No,QC7426
PID0220_001-22985,PID0220_001,100,2025-04-30,Vertex Solutions,HEX002,Hex Agent 02,Payment Failed,No,QC7426
PID0220_001-22989,PID0220_001,95,2025-04-30,Nova Support,TRANS007,Trans Agent 07,Post Fulfilment,No,QC7426
PID0220_001-22993,PID0220_001,79,2025-04-30,Nova Support,TRANS028,Trans Agent 28,Post Fulfilment,No,QC6819
PID0220_001-22995,PID0220_001,100,2025-05-01,Vertex Solutions,HEX016,Hex Agent 16,Post Fulfilment,No,QC7426
PID0220_001-23001,PID0220_001,100,2025-05-01,Apex Operations,CNX002,CNX Agent 02,Post Fulfilment,No,QC7426
PID0220_001-23004,PID0220_001,95,2025-05-01,Vertex Solutions,HEX006,Hex Agent 06,General Enquiries,No,QC7426
PID0220_001-23010,PID0220_001,95,2025-05-01,Apex Operations,CNX003,CNX Agent 03,Post Fulfilment,No,QC7426
PID0220_001-23012,PID0220_001,95,2025-05-01,Apex Operations,CNX017,CNX Agent 17,Post Fulfilment,No,QC1078
PID0220_001-23014,PID0220_001,95,2025-05-01,Vertex Solutions,HEX009,Hex Agent 09,Autopay,No,QC3187
PID0220_001-23018,PID0220_001,89,2025-05-01,Apex Operations,CNX030,CNX Agent 30,Post Fulfilment,No,QC7426
PID0220_001-23023,PID0220_001,95,2025-05-01,Apex Operations,CNX020,CNX Agent 20,Post Fulfilment,No,QC7841
PID0220_001-23025,PID0220_001,100,2025-05-01,Vertex Solutions,HEX029,Hex Agent 29,Fulfilment Pending,No,QC7426
PID0220_001-23030,PID0220_001,100,2025-05-01,Vertex Solutions,HEX026,Hex Agent 26,Post Fulfilment,No,QC1078
PID0220_001-23033,PID0220_001,90,2025-05-01,Horizon Services,TECH007,TechM Agent 07,General Enquiries,No,QC1078
PID0220_001-23036,PID0220_001,95,2025-05-01,Horizon Services,TECH012,TechM Agent 12,Account related,No,QC1078
PID0220_001-23039,PID0220_001,75,2025-05-01,Nova Support,TRANS028,Trans Agent 28,Non actionable,No,QC1078
PID0220_001-23049,PID0220_001,95,2025-05-01,Horizon Services,TECH003,TechM Agent 03,Post Fulfilment,No,QC7841
PID0220_001-23050,PID0220_001,95,2025-05-01,Horizon Services,TECH025,TechM Agent 25,Account related,No,QC7841
PID0220_001-23053,PID0220_001,85,2025-05-01,Nova Support,TRANS014,Trans Agent 14,Offers,No,QC7841
PID0220_001-23054,PID0220_001,90,2025-05-01,Nova Support,TRANS017,Trans Agent 17,Payment Failed,No,QC7841
PID0220_001-23056,PID0220_001,0,2025-05-01,Nova Support,TRANS028,Trans Agent 28,Account related,No,QC7841
PID0220_001-23057,PID0220_001,95,2025-05-01,Nova Support,TRANS001,Trans Agent 01,Autopay,Yes,QC6819
PID0220_001-23058,PID0220_001,70,2025-05-01,Nova Support,TRANS030,Trans Agent 30,Post Fulfilment,No,QC6819
PID0220_001-21918,PID0220_001,95,2025-04-17,Vertex Solutions,HEX015,Hex Agent 15,Payment Failed,No,QC9234
PID0220_001-22067,PID0220_001,100,2025-04-19,Vertex Solutions,HEX030,Hex Agent 30,Account related,No,QC9234
PID0220_001-22347,PID0220_001,90,2025-04-24,Vertex Solutions,HEX001,Hex Agent 01,Post Fulfilment,No,QC9234
PID0220_001-22372,PID0220_001,80,2025-04-24,Vertex Solutions,HEX021,Hex Agent 21,Post Fulfilment,No,QC9234
PID0220_001-22422,PID0220_001,100,2025-04-26,Vertex Solutions,HEX008,Hex Agent 08,Non actionable,No,QC7426
PID0220_001-23063,PID0220_001,95,2025-05-03,Vertex Solutions,HEX018,Hex Agent 18,Payment Failed,No,QC3187
PID0220_001-23065,PID0220_001,100,2025-05-03,Horizon Services,TECH026,TechM Agent 26,Post Fulfilment,No,QC3187
PID0220_001-23066,PID0220_001,95,2025-05-03,Apex Operations,CNX013,CNX Agent 13,Fulfilment Pending,No,QC9234
PID0220_001-23068,PID0220_001,95,2025-05-03,Nova Support,TRANS003,Trans Agent 03,Payment Failed,No,QC3187
PID0220_001-23070,PID0220_001,85,2025-05-03,Apex Operations,CNX021,CNX Agent 21,Fulfilment Pending,No,QC9234
PID0220_001-23071,PID0220_001,95,2025-05-03,Apex Operations,CNX002,CNX Agent 02,General Enquiries,No,QC7426
PID0220_001-23073,PID0220_001,95,2025-05-03,Nova Support,TRANS017,Trans Agent 17,Post Fulfilment,No,QC3187
PID0220_001-23076,PID0220_001,100,2025-05-03,Nova Support,TRANS017,Trans Agent 17,Non actionable,No,QC3187
PID0220_001-23079,PID0220_001,100,2025-05-03,Horizon Services,TECH018,TechM Agent 18,Post Fulfilment,No,QC3187
PID0220_001-23080,PID0220_001,95,2025-05-03,Apex Operations,CNX021,CNX Agent 21,Non actionable,No,QC6819
PID0220_001-23083,PID0220_001,100,2025-05-03,Apex Operations,CNX029,CNX Agent 29,General Enquiries,No,QC6819
PID0220_001-23092,PID0220_001,94,2025-05-03,Apex Operations,CNX027,CNX Agent 27,Post Fulfilment,No,QC7426
PID0220_001-23094,PID0220_001,100,2025-05-03,Apex Operations,CNX030,CNX Agent 30,Post Fulfilment,No,QC7426
PID0220_001-23098,PID0220_001,90,2025-05-03,Vertex Solutions,HEX004,Hex Agent 04,Post Fulfilment,No,QC7426
PID0220_001-23100,PID0220_001,100,2025-05-03,Vertex Solutions,HEX006,Hex Agent 06,Post Fulfilment,No,QC7426
PID0220_001-23101,PID0220_001,95,2025-05-03,Vertex Solutions,HEX026,Hex Agent 26,Post Fulfilment,No,QC7426
PID0220_001-23103,PID0220_001,90,2025-05-03,Vertex Solutions,HEX029,Hex Agent 29,Payment Failed,No,QC7426
PID0220_001-23105,PID0220_001,95,2025-05-03,Horizon Services,TECH018,TechM Agent 18,Account related,No,QC3187
PID0220_001-23109,PID0220_001,95,2025-05-03,Horizon Services,TECH018,TechM Agent 18,General Enquiries,No,QC3187
PID0220_001-23111,PID0220_001,0,2025-05-03,Nova Support,TRANS009,Trans Agent 09,Post Fulfilment,No,QC9234
PID0220_001-23112,PID0220_001,100,2025-05-03,Horizon Services,TECH017,TechM Agent 17,Post Fulfilment,No,QC6819
PID0220_001-23113,PID0220_001,100,2025-05-03,Horizon Services,TECH001,TechM Agent 01,Fulfilment Pending,No,QC3187
PID0220_001-23119,PID0220_001,85,2025-05-03,Apex Operations,CNX011,CNX Agent 11,General Enquiries,No,QC3187
PID0220_001-23121,PID0220_001,100,2025-05-03,Apex Operations,CNX023,CNX Agent 23,Autopay,No,QC3187
PID0220_001-23122,PID0220_001,95,2025-05-03,Vertex Solutions,HEX001,Hex Agent 01,Post Fulfilment,No,QC7841
PID0220_001-23123,PID0220_001,75,2025-05-03,Apex Operations,CNX016,CNX Agent 16,Fulfilment Pending,No,QC5542
PID0220_001-23125,PID0220_001,99,2025-05-03,Apex Operations,CNX023,CNX Agent 23,General Enquiries,No,QC5542
PID0220_001-23127,PID0220_001,75,2025-05-03,Nova Support,TRANS018,Trans Agent 18,Post Fulfilment,No,QC5542
PID0220_001-23134,PID0220_001,95,2025-05-03,Horizon Services,TECH026,TechM Agent 26,Post Fulfilment,No,QC6819
PID0220_001-23135,PID0220_001,95,2025-05-03,Horizon Services,TECH006,TechM Agent 06,Offers,No,QC7841
PID0220_001-23136,PID0220_001,100,2025-05-03,Horizon Services,TECH007,TechM Agent 07,App Issues,No,QC7841
PID0220_001-23137,PID0220_001,95,2025-05-03,Horizon Services,TECH018,TechM Agent 18,Account related,No,QC7841
PID0220_001-23138,PID0220_001,95,2025-05-03,Horizon Services,TECH021,TechM Agent 21,Account related,No,QC7841
PID0220_001-23140,PID0220_001,90,2025-05-03,Horizon Services,TECH027,TechM Agent 27,Offers,No,QC6819
PID0220_001-23141,PID0220_001,95,2025-05-03,Apex Operations,CNX007,CNX Agent 07,Post Fulfilment,No,QC7426
PID0220_001-23142,PID0220_001,0,2025-05-03,Horizon Services,TECH027,TechM Agent 27,Fulfilment Failed,No,QC6819
PID0220_001-23143,PID0220_001,100,2025-05-03,Apex Operations,CNX018,CNX Agent 18,Account related,No,QC7426
PID0220_001-23144,PID0220_001,95,2025-05-03,Nova Support,TRANS012,Trans Agent 12,Post Fulfilment,No,QC7841
PID0220_001-23148,PID0220_001,0,2025-05-03,Nova Support,TRANS006,Trans Agent 06,Account related,No,QC6819
PID0220_001-23149,PID0220_001,95,2025-05-03,Vertex Solutions,HEX008,Hex Agent 08,Post Fulfilment,No,QC7426
PID0220_001-23150,PID0220_001,100,2025-05-03,Vertex Solutions,HEX009,Hex Agent 09,General Enquiries,No,QC7426
PID0220_001-23155,PID0220_001,95,2025-05-03,Nova Support,TRANS018,Trans Agent 18,Payment Failed,No,QC7426
PID0220_001-23156,PID0220_001,0,2025-05-03,Nova Support,TRANS029,Trans Agent 29,Autopay,No,QC6819
PID0220_001-23158,PID0220_001,0,2025-05-03,Nova Support,TRANS027,Trans Agent 27,Autopay,No,QC7426
PID0220_001-23159,PID0220_001,90,2025-05-03,Vertex Solutions,HEX013,Hex Agent 13,Post Fulfilment,No,QC6819
PID0220_001-23164,PID0220_001,100,2025-05-03,Apex Operations,CNX003,CNX Agent 03,security,No,QC7426
PID0220_001-23168,PID0220_001,100,2025-05-03,Apex Operations,CNX030,CNX Agent 30,Non actionable,No,QC3187
PID0220_001-23170,PID0220_001,100,2025-05-03,Apex Operations,CNX021,CNX Agent 21,Non actionable,No,QC3187
PID0220_001-23171,PID0220_001,100,2025-05-03,Apex Operations,CNX016,CNX Agent 16,Post Fulfilment,No,QC1078
PID0220_001-23173,PID0220_001,95,2025-05-03,Apex Operations,CNX008,CNX Agent 08,Autopay,No,QC7426
PID0220_001-23176,PID0220_001,90,2025-05-03,Vertex Solutions,HEX004,Hex Agent 04,General Enquiries,No,QC7426
PID0220_001-23178,PID0220_001,80,2025-05-03,Vertex Solutions,HEX008,Hex Agent 08,Autopay,No,QC7426
PID0220_001-23179,PID0220_001,100,2025-05-03,Apex Operations,CNX002,CNX Agent 02,Fulfilment Pending,No,QC7841
PID0220_001-23182,PID0220_001,85,2025-05-03,Nova Support,TRANS005,Trans Agent 05,Account related,No,QC3187
PID0220_001-23186,PID0220_001,95,2025-05-03,Horizon Services,TECH017,TechM Agent 17,Payment Failed,No,QC6819
PID0220_001-23187,PID0220_001,85,2025-05-03,Horizon Services,TECH017,TechM Agent 17,General Enquiries,No,QC6819
PID0220_001-23193,PID0220_001,85,2025-05-03,Nova Support,TRANS008,Trans Agent 08,Post Fulfilment,No,QC6819
PID0220_001-23194,PID0220_001,100,2025-05-03,Vertex Solutions,HEX026,Hex Agent 26,Post Fulfilment,No,QC7426
PID0220_001-23197,PID0220_001,95,2025-05-03,Nova Support,TRANS014,Trans Agent 14,Post Fulfilment,No,QC6819
PID0220_001-23198,PID0220_001,95,2025-05-03,Apex Operations,CNX021,CNX Agent 21,Non actionable,No,QC9234
PID0220_001-23199,PID0220_001,95,2025-05-03,Vertex Solutions,HEX030,Hex Agent 30,Post Fulfilment,No,QC7426
PID0220_001-23200,PID0220_001,95,2025-05-03,Nova Support,TRANS024,Trans Agent 24,Payment Failed,No,QC6819
PID0220_001-23201,PID0220_001,100,2025-05-03,Apex Operations,CNX023,CNX Agent 23,Account related,No,QC9234
PID0220_001-23207,PID0220_001,90,2025-05-03,Apex Operations,CNX024,CNX Agent 24,General Enquiries,No,QC9234
PID0220_001-23211,PID0220_001,95,2025-05-03,Apex Operations,CNX003,CNX Agent 03,Payment Failed,No,QC7426
PID0220_001-23224,PID0220_001,94,2025-05-03,Apex Operations,CNX017,CNX Agent 17,Account related,No,QC7426
PID0220_001-23225,PID0220_001,100,2025-05-03,Vertex Solutions,HEX004,Hex Agent 04,General Enquiries,No,QC7841
PID0220_001-23227,PID0220_001,100,2025-05-03,Vertex Solutions,HEX018,Hex Agent 18,Post Fulfilment,No,QC9234
PID0220_001-23238,PID0220_001,95,2025-05-03,Horizon Services,TECH010,TechM Agent 10,Fulfilment Pending,No,QC7841
PID0220_001-23240,PID0220_001,84,2025-05-03,Nova Support,TRANS016,Trans Agent 16,Post Fulfilment,No,QC7841
PID0220_001-23243,PID0220_001,100,2025-05-03,Nova Support,TRANS027,Trans Agent 27,Non actionable,No,QC1078
PID0220_001-23246,PID0220_001,95,2025-05-03,Nova Support,TRANS029,Trans Agent 29,Post Fulfilment,No,QC1078
PID0220_001-23248,PID0220_001,0,2025-05-03,Apex Operations,CNX011,CNX Agent 11,Payment Failed,No,QC3187
PID0220_001-23250,PID0220_001,100,2025-05-03,Apex Operations,CNX015,CNX Agent 15,Autopay,No,QC6819
PID0220_001-23251,PID0220_001,100,2025-05-03,Vertex Solutions,HEX007,Hex Agent 07,Post Fulfilment,No,QC7426
PID0220_001-23266,PID0220_001,90,2025-05-03,Vertex Solutions,HEX020,Hex Agent 20,Autopay,No,QC6819
PID0220_001-23280,PID0220_001,95,2025-05-03,Nova Support,TRANS020,Trans Agent 20,Payment Failed,No,QC7426
PID0220_001-23282,PID0220_001,95,2025-05-03,Vertex Solutions,HEX003,Hex Agent 03,Post Fulfilment,No,QC5542
PID0220_001-23295,PID0220_001,100,2025-05-03,Vertex Solutions,HEX030,Hex Agent 30,Autopay,No,QC9234
PID0220_001-23296,PID0220_001,95,2025-05-03,Nova Support,TRANS027,Trans Agent 27,Account related,No,QC7841
PID0220_001-23299,PID0220_001,0,2025-05-03,Nova Support,TRANS028,Trans Agent 28,Payment Failed,No,QC7841
PID0220_001-23303,PID0220_001,95,2025-05-03,Nova Support,TRANS029,Trans Agent 29,Post Fulfilment,No,QC7841
PID0220_001-23304,PID0220_001,100,2025-05-03,Nova Support,TRANS029,Trans Agent 29,Non actionable,No,QC7841
PID0220_001-23305,PID0220_001,95,2025-05-03,Nova Support,TRANS030,Trans Agent 30,Non actionable,No,QC7841
PID0220_001-23306,PID0220_001,85,2025-05-03,Vertex Solutions,HEX011,Hex Agent 11,Non actionable,No,QC3187
PID0220_001-23314,PID0220_001,95,2025-05-03,Nova Support,TRANS012,Trans Agent 12,Post Fulfilment,No,QC3187
PID0220_001-23319,PID0220_001,0,2025-05-03,Nova Support,TRANS030,Trans Agent 30,Non actionable,No,QC6819
PID0220_001-23328,PID0220_001,85,2025-05-03,Nova Support,TRANS030,Trans Agent 30,Post Fulfilment,No,QC7841
PID0220_001-23329,PID0220_001,90,2025-05-03,Nova Support,TRANS011,Trans Agent 11,Post Fulfilment,No,QC6819
PID0220_001-23330,PID0220_001,0,2025-05-03,Nova Support,TRANS016,Trans Agent 16,Non actionable,No,QC6819
PID0220_001-23331,PID0220_001,90,2025-05-03,Nova Support,TRANS029,Trans Agent 29,Autopay,No,QC7841
PID0220_001-23332,PID0220_001,100,2025-05-03,Nova Support,TRANS020,Trans Agent 20,Non actionable,No,QC6819
PID0220_001-23336,PID0220_001,100,2025-05-05,Vertex Solutions,HEX001,Hex Agent 01,Post Fulfilment,No,QC3187
PID0220_001-23337,PID0220_001,100,2025-05-05,Vertex Solutions,HEX002,Hex Agent 02,Post Fulfilment,No,QC3187
PID0220_001-23341,PID0220_001,70,2025-05-05,Nova Support,TRANS011,Trans Agent 11,Post Fulfilment,No,QC9234
PID0220_001-23342,PID0220_001,95,2025-05-05,Apex Operations,CNX016,CNX Agent 16,Payment Pending,No,QC1078
PID0220_001-23344,PID0220_001,100,2025-05-05,Vertex Solutions,HEX007,Hex Agent 07,Account related,No,QC3187
PID0220_001-23349,PID0220_001,90,2025-05-05,Apex Operations,CNX005,CNX Agent 05,App Issues,No,QC7841
PID0220_001-23350,PID0220_001,100,2025-05-05,Apex Operations,CNX021,CNX Agent 21,Fulfilment Pending,No,QC1078
PID0220_001-23351,PID0220_001,95,2025-05-05,Apex Operations,CNX007,CNX Agent 07,Account related,No,QC5542
PID0220_001-23353,PID0220_001,100,2025-05-05,Apex Operations,CNX021,CNX Agent 21,Non actionable,No,QC1078
PID0220_001-23354,PID0220_001,95,2025-05-05,Apex Operations,CNX010,CNX Agent 10,Account related,No,QC6819
PID0220_001-23355,PID0220_001,75,2025-05-05,Nova Support,TRANS022,Trans Agent 22,Autopay,No,QC9234
PID0220_001-23356,PID0220_001,100,2025-05-05,Apex Operations,CNX011,CNX Agent 11,Non actionable,No,QC6819
PID0220_001-23358,PID0220_001,100,2025-05-05,Apex Operations,CNX016,CNX Agent 16,Non actionable,No,QC6819
PID0220_001-23359,PID0220_001,95,2025-05-05,Apex Operations,CNX020,CNX Agent 20,Post Fulfilment,No,QC6819
PID0220_001-23365,PID0220_001,95,2025-05-05,Apex Operations,CNX029,CNX Agent 29,General Enquiries,No,QC7841
PID0220_001-23367,PID0220_001,96,2025-05-05,Apex Operations,CNX010,CNX Agent 10,Post Fulfilment,No,QC5542
PID0220_001-23373,PID0220_001,86,2025-05-05,Apex Operations,CNX027,CNX Agent 27,Payment Failed,Yes,QC5542
PID0220_001-23374,PID0220_001,85,2025-05-05,Apex Operations,CNX005,CNX Agent 05,Post Fulfilment,No,QC9234
PID0220_001-23375,PID0220_001,100,2025-05-05,Apex Operations,CNX028,CNX Agent 28,Account related,No,QC5542
PID0220_001-23377,PID0220_001,80,2025-05-05,Apex Operations,CNX028,CNX Agent 28,Account related,No,QC5542
PID0220_001-23386,PID0220_001,91,2025-05-05,Vertex Solutions,HEX004,Hex Agent 04,Non actionable,No,QC5542
PID0220_001-23387,PID0220_001,90,2025-05-05,Vertex Solutions,HEX024,Hex Agent 24,Post Fulfilment,No,QC1078
