Audit Id,Form Id,Audit Score,Agentid,Agentname,Partner,Date Of Transaction,Selected Fd Group,FATAL,Audited By
PID0314_001-4776,PID0314_001,0,SK308,Nova-08,Quantum Assist,2025-08-11,Devices,No,QC3187
PID0314_001-4777,PID0314_001,100,SK310,Nova-10,Quantum Assist,2025-08-10,Devices,No,QC3187
PID0314_001-4778,PID0314_001,90,SK301,Nova-01,Quantum Assist,2025-08-10,Devices,No,QC7426
PID0314_001-4782,PID0314_001,90,SK316,Nova-16,Quantum Assist,2025-08-10,Onboarding,No,QC3187
PID0314_001-4783,PID0314_001,0,SK315,Nova-15,Quantum Assist,2025-08-10,Devices,No,QC7426
PID0314_001-4785,PID0314_001,80,SK318,Nova-18,Quantum Assist,2025-08-10,Devices,No,QC3187
PID0314_001-4786,PID0314_001,80,SK328,Nova-28,Quantum Assist,2025-08-10,Devices,No,QC7426
PID0314_001-4788,PID0314_001,0,SK318,Nova-18,Quantum Assist,2025-08-10,Devices,No,QC3187
PID0314_001-4790,PID0314_001,90,SK323,Nova-23,Quantum Assist,2025-08-10,Generic,No,QC3187
PID0314_001-4795,PID0314_001,70,SK319,Nova-19,Quantum Assist,2025-08-10,Devices,No,QC7841
PID0314_001-4796,PID0314_001,80,SK321,Nova-21,Quantum Assist,2025-08-10,Devices,No,QC7841
PID0314_001-4806,PID0314_001,90,HX209,Falcon-09,Vertex Solutions,2025-08-10,Devices,No,QC7426
PID0314_001-4808,PID0314_001,0,HX221,Falcon-21,Vertex Solutions,2025-08-10,Settlements,No,QC3187
PID0314_001-4809,PID0314_001,90,HX203,Falcon-03,Vertex Solutions,2025-08-10,Devices,No,QC7841
PID0314_001-4811,PID0314_001,100,HX211,Falcon-11,Vertex Solutions,2025-08-10,Settlements,No,QC7841
PID0314_001-4813,PID0314_001,90,HX213,Falcon-13,Vertex Solutions,2025-08-10,Post disbursal,No,QC7841
PID0314_001-4814,PID0314_001,90,HX222,Falcon-22,Vertex Solutions,2025-08-10,Generic,No,QC3187
PID0314_001-4817,PID0314_001,100,HX220,Falcon-20,Vertex Solutions,2025-08-10,Settlements,No,QC7841
PID0314_001-4818,PID0314_001,90,HX229,Falcon-29,Vertex Solutions,2025-08-10,Devices,No,QC7426
PID0314_001-4819,PID0314_001,80,HX229,Falcon-29,Vertex Solutions,2025-08-10,Devices,No,QC7426
PID0314_001-4822,PID0314_001,60,HX223,Falcon-23,Vertex Solutions,2025-08-11,App features and issues,No,QC7841
PID0314_001-4829,PID0314_001,0,TC415,Orion-15,Nova Support,2025-08-10,Devices,No,QC7426
PID0314_001-4833,PID0314_001,0,TC415,Orion-15,Nova Support,2025-08-10,Merchant profile,No,QC7426
PID0314_001-4834,PID0314_001,90,HX229,Falcon-29,Vertex Solutions,2025-08-10,Lending,No,QC7841
PID0314_001-4837,PID0314_001,90,TC401,Orion-01,Nova Support,2025-08-10,Devices,No,QC7841
PID0314_001-4838,PID0314_001,90,TC421,Orion-21,Nova Support,2025-08-10,Generic,No,QC7841
PID0314_001-4839,PID0314_001,0,TC410,Orion-10,Nova Support,2025-08-10,Settlements,No,QC3187
PID0314_001-4840,PID0314_001,100,TC410,Orion-10,Nova Support,2025-08-10,Generic,No,QC3187
PID0314_001-4841,PID0314_001,90,TC427,Orion-27,Nova Support,2025-08-10,Devices,No,QC3187
PID0314_001-4842,PID0314_001,90,TC429,Orion-29,Nova Support,2025-08-10,Devices,No,QC3187
PID0314_001-4847,PID0314_001,0,TC421,Orion-21,Nova Support,2025-08-10,Generic,No,QC7426
PID0314_001-4848,PID0314_001,90,TC402,Orion-02,Nova Support,2025-08-10,Devices,No,QC7841
PID0314_001-4850,PID0314_001,100,TC402,Orion-02,Nova Support,2025-08-10,Devices,No,QC7841
PID0314_001-4856,PID0314_001,80,TC425,Orion-25,Nova Support,2025-08-10,Devices,No,QC7841
PID0314_001-4858,PID0314_001,0,TC428,Orion-28,Nova Support,2025-08-10,Generic,No,QC7841
PID0314_001-4859,PID0314_001,0,TC428,Orion-28,Nova Support,2025-08-10,Generic,No,QC7841
PID0314_001-4863,PID0314_001,90,SK319,Nova-19,Quantum Assist,2025-08-12,Devices,No,QC9234
PID0314_001-4866,PID0314_001,70,SK325,Nova-25,Quantum Assist,2025-08-12,Devices,No,QC9234
PID0314_001-4868,PID0314_001,100,SK328,Nova-28,Quantum Assist,2025-08-12,Non actionable,No,QC9234
PID0314_001-4873,PID0314_001,70,HX212,Falcon-12,Vertex Solutions,2025-08-12,Settlements,No,QC9234
PID0314_001-4874,PID0314_001,100,HX222,Falcon-22,Vertex Solutions,2025-08-12,Merchant profile,No,QC9234
PID0314_001-4893,PID0314_001,0,SK314,Nova-14,Quantum Assist,2025-08-12,Generic,No,QC7841
PID0314_001-4906,PID0314_001,90,TC401,Orion-01,Nova Support,2025-08-12,Devices,No,QC7426
PID0314_001-4911,PID0314_001,0,HX203,Falcon-03,Vertex Solutions,2025-08-12,Merchant profile,No,QC3187
PID0314_001-4914,PID0314_001,90,HX213,Falcon-13,Vertex Solutions,2025-08-12,Post disbursal,No,QC3187
PID0314_001-4915,PID0314_001,90,HX219,Falcon-19,Vertex Solutions,2025-08-12,Merchant profile,No,QC3187
PID0314_001-4918,PID0314_001,90,HX220,Falcon-20,Vertex Solutions,2025-08-12,Settlements,No,QC3187
PID0314_001-4919,PID0314_001,100,HX221,Falcon-21,Vertex Solutions,2025-08-12,Devices,No,QC3187
PID0314_001-4921,PID0314_001,100,HX224,Falcon-24,Vertex Solutions,2025-08-12,Non actionable,No,QC3187
PID0314_001-4926,PID0314_001,0,HX206,Falcon-06,Vertex Solutions,2025-08-13,Generic,No,QC3187
PID0314_001-4927,PID0314_001,90,HX206,Falcon-06,Vertex Solutions,2025-08-13,Generic,No,QC3187
PID0314_001-4928,PID0314_001,80,HX210,Falcon-10,Vertex Solutions,2025-08-13,Settlements,No,QC3187
PID0314_001-4929,PID0314_001,90,HX210,Falcon-10,Vertex Solutions,2025-08-13,Settlements,No,QC3187
PID0314_001-4934,PID0314_001,90,HX216,Falcon-16,Vertex Solutions,2025-08-13,Devices,No,QC3187
PID0314_001-4937,PID0314_001,100,HX220,Falcon-20,Vertex Solutions,2025-08-13,Devices,No,QC3187
PID0314_001-4938,PID0314_001,100,HX222,Falcon-22,Vertex Solutions,2025-08-13,Generic,No,QC3187
PID0314_001-4943,PID0314_001,90,TC403,Orion-03,Nova Support,2025-08-13,Merchant profile,No,QC9234
PID0314_001-4944,PID0314_001,90,TC409,Orion-09,Nova Support,2025-08-13,Generic,No,QC9234
PID0314_001-4951,PID0314_001,0,TC414,Orion-14,Nova Support,2025-08-13,Devices,No,QC9234
PID0314_001-4953,PID0314_001,80,TC421,Orion-21,Nova Support,2025-08-13,Devices,No,QC9234
PID0314_001-4960,PID0314_001,100,HX229,Falcon-29,Vertex Solutions,2025-08-13,Lending,No,QC3187
PID0314_001-4990,PID0314_001,90,TC407,Orion-07,Nova Support,2025-08-14,Devices,No,QC3187
PID0314_001-4991,PID0314_001,90,TC411,Orion-11,Nova Support,2025-08-14,Devices,No,QC3187
PID0314_001-4992,PID0314_001,90,TC412,Orion-12,Nova Support,2025-08-14,Devices,No,QC3187
PID0314_001-4993,PID0314_001,100,TC415,Orion-15,Nova Support,2025-08-14,Merchant profile,No,QC3187
PID0314_001-4994,PID0314_001,90,TC416,Orion-16,Nova Support,2025-08-14,Devices,No,QC3187
PID0314_001-4995,PID0314_001,100,TC417,Orion-17,Nova Support,2025-08-14,Settlements,No,QC3187
PID0314_001-4998,PID0314_001,0,TC421,Orion-21,Nova Support,2025-08-14,Devices,No,QC3187
PID0314_001-5000,PID0314_001,100,TC422,Orion-22,Nova Support,2025-08-14,Devices,No,QC3187
PID0314_001-5001,PID0314_001,90,TC427,Orion-27,Nova Support,2025-08-14,Generic,No,QC3187
PID0314_001-5038,PID0314_001,90,TC405,Orion-05,Nova Support,2025-08-14,Devices,No,QC3187
PID0314_001-5040,PID0314_001,90,TC415,Orion-15,Nova Support,2025-08-14,Devices,No,QC3187
PID0314_001-5042,PID0314_001,80,TC416,Orion-16,Nova Support,2025-08-15,Devices,No,QC3187
PID0314_001-5057,PID0314_001,100,SK311,Nova-11,Quantum Assist,2025-08-15,Generic,No,QC3187
PID0314_001-5059,PID0314_001,90,SK329,Nova-29,Quantum Assist,2025-08-15,Devices,No,QC3187
PID0314_001-5062,PID0314_001,90,SK310,Nova-10,Quantum Assist,2025-08-16,Devices,No,QC9234
PID0314_001-4645,PID0314_001,0,SK322,Nova-22,Quantum Assist,2025-08-09,Devices,No,QC7426
PID0314_001-5067,PID0314_001,100,SK301,Nova-01,Quantum Assist,2025-08-16,Generic,No,QC3187
PID0314_001-4861,PID0314_001,50,SK312,Nova-12,Quantum Assist,2025-08-10,Devices,No,QC3187
PID0314_001-5068,PID0314_001,90,SK306,Nova-06,Quantum Assist,2025-08-16,Devices,No,QC3187
PID0314_001-5069,PID0314_001,90,SK310,Nova-10,Quantum Assist,2025-08-16,Settlements,No,QC7426
PID0314_001-5070,PID0314_001,0,SK313,Nova-13,Quantum Assist,2025-08-16,Merchant profile,No,QC7426
PID0314_001-5072,PID0314_001,90,SK319,Nova-19,Quantum Assist,2025-08-16,Devices,No,QC7426
PID0314_001-5073,PID0314_001,90,SK323,Nova-23,Quantum Assist,2025-08-16,Settlements,No,QC7426
PID0314_001-5074,PID0314_001,80,SK326,Nova-26,Quantum Assist,2025-08-16,Devices,No,QC7426
PID0314_001-5077,PID0314_001,90,SK327,Nova-27,Quantum Assist,2025-08-16,Lending,No,QC7426
PID0314_001-5078,PID0314_001,90,SK327,Nova-27,Quantum Assist,2025-08-16,Generic,No,QC7426
PID0314_001-5082,PID0314_001,90,SK313,Nova-13,Quantum Assist,2025-08-16,Generic,No,QC3187
PID0314_001-5083,PID0314_001,90,SK330,Nova-30,Quantum Assist,2025-08-16,Devices,No,QC3187
PID0314_001-5086,PID0314_001,100,HX224,Falcon-24,Vertex Solutions,2025-08-16,Onboarding,No,QC3187
PID0314_001-5087,PID0314_001,0,HX224,Falcon-24,Vertex Solutions,2025-08-16,Onboarding,No,QC3187
PID0314_001-5091,PID0314_001,80,HX211,Falcon-11,Vertex Solutions,2025-08-16,Devices,No,QC9234
PID0314_001-5095,PID0314_001,0,HX217,Falcon-17,Vertex Solutions,2025-08-16,Devices,No,QC9234
PID0314_001-5096,PID0314_001,90,TC408,Orion-08,Nova Support,2025-08-16,Devices,No,QC3187
PID0314_001-5100,PID0314_001,80,HX221,Falcon-21,Vertex Solutions,2025-08-16,Settlements,No,QC9234
PID0314_001-5101,PID0314_001,90,HX221,Falcon-21,Vertex Solutions,2025-08-16,Merchant profile,No,QC9234
PID0314_001-5102,PID0314_001,90,HX223,Falcon-23,Vertex Solutions,2025-08-16,Devices,No,QC9234
PID0314_001-5103,PID0314_001,100,TC413,Orion-13,Nova Support,2025-08-16,Generic,No,QC3187
PID0314_001-5104,PID0314_001,90,TC414,Orion-14,Nova Support,2025-08-16,Generic,No,QC3187
PID0314_001-5105,PID0314_001,0,TC415,Orion-15,Nova Support,2025-08-16,Devices,No,QC3187
PID0314_001-5106,PID0314_001,100,TC415,Orion-15,Nova Support,2025-08-16,Devices,No,QC3187
PID0314_001-5107,PID0314_001,100,TC415,Orion-15,Nova Support,2025-08-16,Onboarding,No,QC3187
PID0314_001-5108,PID0314_001,100,TC417,Orion-17,Nova Support,2025-08-16,Devices,No,QC3187
PID0314_001-5110,PID0314_001,80,TC421,Orion-21,Nova Support,2025-08-16,Onboarding,No,QC3187
PID0314_001-5112,PID0314_001,0,TC422,Orion-22,Nova Support,2025-08-16,Devices,No,QC3187
PID0314_001-5113,PID0314_001,90,TC424,Orion-24,Nova Support,2025-08-16,Devices,No,QC3187
PID0314_001-5114,PID0314_001,80,TC428,Orion-28,Nova Support,2025-08-16,Devices,No,QC3187
PID0314_001-5116,PID0314_001,0,TC429,Orion-29,Nova Support,2025-08-16,Devices,No,QC3187
PID0314_001-5117,PID0314_001,90,TC429,Orion-29,Nova Support,2025-08-16,Merchant profile,No,QC3187
PID0314_001-5118,PID0314_001,0,TC430,Orion-30,Nova Support,2025-08-16,Devices,No,QC3187
PID0314_001-5122,PID0314_001,100,HX208,Falcon-08,Vertex Solutions,2025-08-17,Settlements,No,QC9234
PID0314_001-5123,PID0314_001,80,HX212,Falcon-12,Vertex Solutions,2025-08-17,Devices,No,QC3187
PID0314_001-5124,PID0314_001,90,HX209,Falcon-09,Vertex Solutions,2025-08-17,Devices,No,QC9234
PID0314_001-5126,PID0314_001,0,HX217,Falcon-17,Vertex Solutions,2025-08-17,Devices,No,QC9234
PID0314_001-5128,PID0314_001,80,HX218,Falcon-18,Vertex Solutions,2025-08-17,Generic,No,QC9234
PID0314_001-5135,PID0314_001,90,SK314,Nova-14,Quantum Assist,2025-08-17,Generic,No,QC7426
PID0314_001-5136,PID0314_001,80,SK318,Nova-18,Quantum Assist,2025-08-17,Merchant profile,No,QC7426
PID0314_001-5137,PID0314_001,0,SK320,Nova-20,Quantum Assist,2025-08-17,Non actionable,No,QC7426
PID0314_001-5138,PID0314_001,80,SK330,Nova-30,Quantum Assist,2025-08-17,Devices,No,QC7426
PID0314_001-5142,PID0314_001,90,SK305,Nova-05,Quantum Assist,2025-08-17,Generic,No,QC3187
PID0314_001-5152,PID0314_001,80,SK308,Nova-08,Quantum Assist,2025-08-17,Devices,No,QC3187
PID0314_001-5153,PID0314_001,70,HX229,Falcon-29,Vertex Solutions,2025-08-17,Devices,No,QC9234
PID0314_001-5159,PID0314_001,90,TC406,Orion-06,Nova Support,2025-08-17,Generic,No,QC9234
PID0314_001-5161,PID0314_001,90,TC401,Orion-01,Nova Support,2025-08-17,Onboarding,No,QC7841
PID0314_001-5162,PID0314_001,70,TC419,Orion-19,Nova Support,2025-08-17,Settlements,No,QC9234
PID0314_001-5163,PID0314_001,0,TC405,Orion-05,Nova Support,2025-08-17,Generic,No,QC7841
PID0314_001-5165,PID0314_001,100,TC413,Orion-13,Nova Support,2025-08-17,Generic,No,QC7841
PID0314_001-5166,PID0314_001,80,TC424,Orion-24,Nova Support,2025-08-17,Lending,No,QC9234
PID0314_001-5168,PID0314_001,80,TC428,Orion-28,Nova Support,2025-08-17,Devices,No,QC7841
PID0314_001-5170,PID0314_001,100,TC429,Orion-29,Nova Support,2025-08-17,Devices,No,QC7841
PID0314_001-5171,PID0314_001,90,HX211,Falcon-11,Vertex Solutions,2025-08-17,Devices,No,QC7426
PID0314_001-5174,PID0314_001,100,HX216,Falcon-16,Vertex Solutions,2025-08-17,Devices,No,QC7426
PID0314_001-5176,PID0314_001,80,HX222,Falcon-22,Vertex Solutions,2025-08-17,Devices,No,QC7426
PID0314_001-5180,PID0314_001,90,SK316,Nova-16,Quantum Assist,2025-08-17,Merchant profile,No,QC3187
PID0314_001-5182,PID0314_001,0,SK323,Nova-23,Quantum Assist,2025-08-17,Settlements,No,QC3187
PID0314_001-5186,PID0314_001,80,SK329,Nova-29,Quantum Assist,2025-08-17,Devices,No,QC3187
PID0314_001-5191,PID0314_001,0,TC402,Orion-02,Nova Support,2025-08-17,Devices,No,QC7426
PID0314_001-5193,PID0314_001,0,TC407,Orion-07,Nova Support,2025-08-17,Devices,No,QC7426
PID0314_001-5195,PID0314_001,100,TC414,Orion-14,Nova Support,2025-08-17,Non actionable,No,QC7426
PID0314_001-5198,PID0314_001,100,TC421,Orion-21,Nova Support,2025-08-17,Non actionable,No,QC7426
PID0314_001-5201,PID0314_001,90,TC416,Orion-16,Nova Support,2025-08-17,Devices,No,QC3187
PID0314_001-5202,PID0314_001,90,TC417,Orion-17,Nova Support,2025-08-17,Merchant profile,No,QC3187
PID0314_001-5208,PID0314_001,90,TC420,Orion-20,Nova Support,2025-08-17,Devices,No,QC3187
PID0314_001-5210,PID0314_001,80,HX206,Falcon-06,Vertex Solutions,2025-08-18,Post disbursal,No,QC3187
PID0314_001-5211,PID0314_001,100,HX208,Falcon-08,Vertex Solutions,2025-08-18,Post disbursal,No,QC3187
PID0314_001-5212,PID0314_001,100,HX210,Falcon-10,Vertex Solutions,2025-08-18,Post disbursal,No,QC3187
PID0314_001-5213,PID0314_001,100,HX213,Falcon-13,Vertex Solutions,2025-08-18,Generic,No,QC3187
PID0314_001-5215,PID0314_001,90,HX229,Falcon-29,Vertex Solutions,2025-08-18,Merchant profile,No,QC3187
PID0314_001-5216,PID0314_001,90,HX230,Falcon-30,Vertex Solutions,2025-08-18,Post disbursal,No,QC3187
PID0314_001-5221,PID0314_001,0,HX214,Falcon-14,Vertex Solutions,2025-08-18,Generic,No,QC9234
PID0314_001-5222,PID0314_001,80,HX225,Falcon-25,Vertex Solutions,2025-08-18,Settlements,No,QC7841
PID0314_001-5224,PID0314_001,100,SK306,Nova-06,Quantum Assist,2025-08-18,Devices,No,QC9234
PID0314_001-5226,PID0314_001,90,SK308,Nova-08,Quantum Assist,2025-08-18,Settlements,No,QC9234
PID0314_001-5233,PID0314_001,100,HX216,Falcon-16,Vertex Solutions,2025-08-18,Devices,No,QC9234
PID0314_001-5238,PID0314_001,80,SK302,Nova-02,Quantum Assist,2025-08-18,Devices,No,QC3187
PID0314_001-5241,PID0314_001,90,HX201,Falcon-01,Vertex Solutions,2025-08-18,Devices,No,QC7426
PID0314_001-5242,PID0314_001,90,SK310,Nova-10,Quantum Assist,2025-08-18,Merchant profile,No,QC3187
PID0314_001-5243,PID0314_001,90,HX202,Falcon-02,Vertex Solutions,2025-08-18,Merchant profile,No,QC7426
PID0314_001-5244,PID0314_001,90,HX212,Falcon-12,Vertex Solutions,2025-08-18,Devices,No,QC7426
PID0314_001-5245,PID0314_001,100,HX222,Falcon-22,Vertex Solutions,2025-08-18,Devices,No,QC7426
PID0314_001-5246,PID0314_001,90,SK311,Nova-11,Quantum Assist,2025-08-18,Devices,No,QC3187
PID0314_001-5248,PID0314_001,0,HX228,Falcon-28,Vertex Solutions,2025-08-18,Generic,No,QC7426
PID0314_001-5253,PID0314_001,80,SK317,Nova-17,Quantum Assist,2025-08-18,Generic,No,QC3187
PID0314_001-5264,PID0314_001,100,TC403,Orion-03,Nova Support,2025-08-18,Devices,No,QC3187
PID0314_001-5265,PID0314_001,80,TC405,Orion-05,Nova Support,2025-08-18,Devices,No,QC3187
PID0314_001-5266,PID0314_001,100,TC415,Orion-15,Nova Support,2025-08-18,Merchant profile,No,QC3187
PID0314_001-5270,PID0314_001,90,TC424,Orion-24,Nova Support,2025-08-18,Generic,No,QC3187
PID0314_001-5278,PID0314_001,90,TC402,Orion-02,Nova Support,2025-08-19,Devices,No,QC9234
PID0314_001-5281,PID0314_001,0,SK303,Nova-03,Quantum Assist,2025-08-18,Settlements,No,QC7426
PID0314_001-5282,PID0314_001,80,SK310,Nova-10,Quantum Assist,2025-08-19,Non actionable,No,QC7426
PID0314_001-5283,PID0314_001,80,TC406,Orion-06,Nova Support,2025-08-19,Merchant profile,No,QC9234
PID0314_001-5287,PID0314_001,70,TC412,Orion-12,Nova Support,2025-08-18,App features and issues,No,QC9234
PID0314_001-5288,PID0314_001,70,SK326,Nova-26,Quantum Assist,2025-08-19,Generic,No,QC7426
PID0314_001-5290,PID0314_001,70,SK328,Nova-28,Quantum Assist,2025-08-18,Devices,No,QC7426
PID0314_001-5291,PID0314_001,90,TC416,Orion-16,Nova Support,2025-08-19,Generic,No,QC9234
PID0314_001-5292,PID0314_001,90,SK328,Nova-28,Quantum Assist,2025-08-19,Post disbursal,No,QC7426
PID0314_001-5301,PID0314_001,90,SK330,Nova-30,Quantum Assist,2025-08-19,Devices,No,QC7426
PID0314_001-5302,PID0314_001,80,TC417,Orion-17,Nova Support,2025-08-19,Devices,No,QC9234
PID0314_001-5305,PID0314_001,80,TC418,Orion-18,Nova Support,2025-08-19,Devices,No,QC9234
PID0314_001-5312,PID0314_001,100,TC420,Orion-20,Nova Support,2025-08-19,Devices,No,QC9234
PID0314_001-5316,PID0314_001,100,HX203,Falcon-03,Vertex Solutions,2025-08-19,Devices,No,QC7426
PID0314_001-5317,PID0314_001,90,SK308,Nova-08,Quantum Assist,2025-08-18,Merchant profile,No,QC7841
PID0314_001-5319,PID0314_001,100,HX221,Falcon-21,Vertex Solutions,2025-08-19,Onboarding,No,QC7426
PID0314_001-5320,PID0314_001,90,SK308,Nova-08,Quantum Assist,2025-08-19,Devices,No,QC7841
PID0314_001-5321,PID0314_001,0,HX222,Falcon-22,Vertex Solutions,2025-08-19,Settlements,No,QC7426
PID0314_001-5322,PID0314_001,100,SK309,Nova-09,Quantum Assist,2025-08-18,Devices,No,QC7841
PID0314_001-5324,PID0314_001,90,TC422,Orion-22,Nova Support,2025-08-19,Settlements,No,QC9234
PID0314_001-5325,PID0314_001,80,SK312,Nova-12,Quantum Assist,2025-08-19,Devices,No,QC7841
PID0314_001-5329,PID0314_001,0,TC427,Orion-27,Nova Support,2025-08-19,Devices,No,QC9234
PID0314_001-5331,PID0314_001,70,SK317,Nova-17,Quantum Assist,2025-08-19,Devices,No,QC7841
PID0314_001-5343,PID0314_001,90,HX203,Falcon-03,Vertex Solutions,2025-08-18,Settlements,No,QC7841
PID0314_001-5345,PID0314_001,100,HX210,Falcon-10,Vertex Solutions,2025-08-19,Settlements,No,QC7841
PID0314_001-5348,PID0314_001,90,HX220,Falcon-20,Vertex Solutions,2025-08-19,Generic,No,QC7841
PID0314_001-5397,PID0314_001,90,TC402,Orion-02,Nova Support,2025-08-18,Devices,No,QC3187
PID0314_001-5398,PID0314_001,90,TC405,Orion-05,Nova Support,2025-08-19,Devices,No,QC3187
PID0314_001-1989,PID0314_001,90,HX204,Falcon-04,Vertex Solutions,2025-06-17,Post disbursal,No,QC7841
PID0314_001-2213,PID0314_001,90,HX224,Falcon-24,Vertex Solutions,2025-06-23,Devices,No,QC7426
PID0314_001-2218,PID0314_001,80,HX224,Falcon-24,Vertex Solutions,2025-06-23,Devices,No,QC3187
PID0314_001-5399,PID0314_001,70,TC406,Orion-06,Nova Support,2025-08-19,Devices,No,QC3187
PID0314_001-5400,PID0314_001,80,TC407,Orion-07,Nova Support,2025-08-19,Devices,No,QC3187
PID0314_001-5401,PID0314_001,100,TC402,Orion-02,Nova Support,2025-08-19,Onboarding,No,QC3187
PID0314_001-5403,PID0314_001,90,SK303,Nova-03,Quantum Assist,2025-08-19,FRA Merchant Escalations,No,QC7426
PID0314_001-5404,PID0314_001,80,SK306,Nova-06,Quantum Assist,2025-08-19,Settlements,No,QC7426
PID0314_001-5406,PID0314_001,90,HX219,Falcon-19,Vertex Solutions,2025-08-19,Devices,No,QC3187
PID0314_001-5407,PID0314_001,80,SK309,Nova-09,Quantum Assist,2025-08-19,Generic,No,QC7426
PID0314_001-5415,PID0314_001,0,HX224,Falcon-24,Vertex Solutions,2025-08-19,Merchant profile,No,QC3187
PID0314_001-5418,PID0314_001,90,SK325,Nova-25,Quantum Assist,2025-08-19,Generic,No,QC7426
PID0314_001-5441,PID0314_001,0,SK318,Nova-18,Quantum Assist,2025-08-19,Generic,No,QC7841
PID0314_001-5443,PID0314_001,0,TC404,Orion-04,Nova Support,2025-08-19,Devices,No,QC7426
PID0314_001-5445,PID0314_001,90,SK326,Nova-26,Quantum Assist,2025-08-19,Generic,No,QC7841
PID0314_001-5446,PID0314_001,90,SK328,Nova-28,Quantum Assist,2025-08-19,Devices,No,QC7841
PID0314_001-5451,PID0314_001,50,SK329,Nova-29,Quantum Assist,2025-08-19,Settlements,No,QC9234
PID0314_001-5464,PID0314_001,90,SK303,Nova-03,Quantum Assist,2025-08-19,Devices,No,QC7841
PID0314_001-5467,PID0314_001,70,SK315,Nova-15,Quantum Assist,2025-08-19,Devices,No,QC7841
PID0314_001-5472,PID0314_001,80,HX214,Falcon-14,Vertex Solutions,2025-08-19,Settlements,No,QC7841
PID0314_001-5479,PID0314_001,0,TC404,Orion-04,Nova Support,2025-08-19,Devices,No,QC3187
PID0314_001-5480,PID0314_001,80,TC407,Orion-07,Nova Support,2025-08-19,Generic,No,QC3187
PID0314_001-5481,PID0314_001,0,TC410,Orion-10,Nova Support,2025-08-19,Devices,No,QC3187
PID0314_001-5482,PID0314_001,0,TC411,Orion-11,Nova Support,2025-08-19,Devices,No,QC3187
PID0314_001-5483,PID0314_001,90,TC412,Orion-12,Nova Support,2025-08-19,Devices,No,QC3187
PID0314_001-5484,PID0314_001,100,TC413,Orion-13,Nova Support,2025-08-19,Settlements,No,QC3187
PID0314_001-5485,PID0314_001,0,TC415,Orion-15,Nova Support,2025-08-19,Devices,No,QC3187
PID0314_001-5486,PID0314_001,80,TC416,Orion-16,Nova Support,2025-08-19,Lending,No,QC3187
PID0314_001-5490,PID0314_001,80,TC406,Orion-06,Nova Support,2025-08-21,Generic,No,QC3187
PID0314_001-5491,PID0314_001,100,TC407,Orion-07,Nova Support,2025-08-21,Generic,No,QC3187
PID0314_001-5492,PID0314_001,0,TC408,Orion-08,Nova Support,2025-08-21,Devices,No,QC3187
PID0314_001-5493,PID0314_001,90,TC410,Orion-10,Nova Support,2025-08-21,Generic,No,QC3187
PID0314_001-5494,PID0314_001,100,TC410,Orion-10,Nova Support,2025-08-21,Generic,No,QC3187
PID0314_001-5495,PID0314_001,90,TC411,Orion-11,Nova Support,2025-08-21,Devices,No,QC3187
PID0314_001-5496,PID0314_001,80,TC411,Orion-11,Nova Support,2025-08-21,Generic,No,QC3187
PID0314_001-5497,PID0314_001,90,TC413,Orion-13,Nova Support,2025-08-21,Generic,No,QC3187
PID0314_001-5498,PID0314_001,90,TC414,Orion-14,Nova Support,2025-08-21,Merchant profile,No,QC3187
PID0314_001-5499,PID0314_001,90,TC417,Orion-17,Nova Support,2025-08-21,Devices,No,QC3187
PID0314_001-5502,PID0314_001,0,TC421,Orion-21,Nova Support,2025-08-21,Settlements,No,QC3187
PID0314_001-5503,PID0314_001,80,TC423,Orion-23,Nova Support,2025-08-21,Generic,No,QC3187
PID0314_001-5504,PID0314_001,0,TC424,Orion-24,Nova Support,2025-08-21,Devices,No,QC3187
PID0314_001-5508,PID0314_001,90,TC424,Orion-24,Nova Support,2025-08-21,Generic,No,QC3187
PID0314_001-5511,PID0314_001,80,TC427,Orion-27,Nova Support,2025-08-21,Devices,No,QC3187
PID0314_001-5513,PID0314_001,90,TC429,Orion-29,Nova Support,2025-08-21,Devices,No,QC3187
PID0314_001-5530,PID0314_001,70,HX203,Falcon-03,Vertex Solutions,2025-08-23,Devices,No,QC9234
PID0314_001-5532,PID0314_001,0,HX206,Falcon-06,Vertex Solutions,2025-08-23,Onboarding,No,QC9234
PID0314_001-5533,PID0314_001,100,HX212,Falcon-12,Vertex Solutions,2025-08-23,Devices,No,QC9234
PID0314_001-5535,PID0314_001,0,HX217,Falcon-17,Vertex Solutions,2025-08-23,Devices,No,QC9234
PID0314_001-5543,PID0314_001,100,SK311,Nova-11,Quantum Assist,2025-08-23,Generic,No,QC3187
PID0314_001-5545,PID0314_001,0,TC404,Orion-04,Nova Support,2025-08-23,Merchant profile,No,QC9234
PID0314_001-5547,PID0314_001,0,TC415,Orion-15,Nova Support,2025-08-23,Devices,No,QC9234
PID0314_001-5549,PID0314_001,90,SK312,Nova-12,Quantum Assist,2025-08-23,Non actionable,No,QC7841
PID0314_001-5550,PID0314_001,0,SK324,Nova-24,Quantum Assist,2025-08-23,Generic,No,QC7841
PID0314_001-5556,PID0314_001,90,TC419,Orion-19,Nova Support,2025-08-23,Devices,No,QC9234
PID0314_001-5557,PID0314_001,90,TC420,Orion-20,Nova Support,2025-08-23,Onboarding,No,QC9234
PID0314_001-5558,PID0314_001,0,TC402,Orion-02,Nova Support,2025-08-23,Devices,No,QC7841
